# PIN-CONSISTENCY BACKLOG -- a to-do list of known-wrong identities.
# Written by tools/pin_consistency.py; read by the full gate (tools/build.py).
# Generated file: do not reformat it, and see tools/pin_consistency.py for the
# full argument. THE GOAL IS AN EMPTY FILE.
#
# WHAT EACH LINE MEANS
# --------------------
# reverse/symbols.csv is an ADDITIVE candidate list: build.py's REL32 resolver
# walks a name's addresses and keeps the first displacement that reproduces
# retail. Give one name enough addresses and something matches, so a green gate
# proves the caller's BYTES and says nothing about WHICH function the callee is.
# Every line here is one name whose pinned addresses follow their thunk chains
# to bodies that are NOT the same function. At most one of them is that name.
# The rest are somebody else's function wearing its label, and each one is a
# misidentification waiting to be written up as an exact match -- which is
# exactly how the ControlBar and GameWindow families got 16 rows placed one body
# early before anyone noticed.
#
# WHY THEY ARE STILL HERE
# -----------------------
# Not because they are acceptable. The guard landed against a pre-existing
# backlog, and failing the gate on all of it would have blocked every agent
# from every unrelated commit. So the backlog is recorded WITH its evidence and
# the gate fails on anything NEW. A line here is a debt, never a permission slip.
#
# HOW TO RESOLVE ONE (this is the work; each line is a self-contained task)
# ------------------------------------------------------------------------
#   1. python3 tools/pin_consistency.py --symbol <name>
#        prints every pin, its thunk chain, each body's proven extent, and which
#        functions.csv rows already claim those bodies.
#   2. Decide WHICH body is the name. Evidence that settles it, strongest first:
#        a byte-verified functions.csv row naming this symbol at that body;
#        a ghidra xref/vtable slot; a decoded store offset (the GameWindow family
#        fell out of `lea eax,[eax+eax*2+d]` alone). Decompiled C is not proof.
#   3. Delete the losing pin rows from reverse/symbols.csv -- splice in place,
#        every surviving line byte-identical, terminators unchanged (uniform
#        CRLF), and verify the census before/after. Deleting is a rewrite.
#   4. Delete this line, in the SAME commit. A fixed symbol leaves a stale line
#        that fails too, on purpose: the fix and the removal are one change.
#   5. Run the FULL ./build.sh. Not the scoped one -- see the warning below.
#
# THE TRAP THAT CAUGHT THE LAST TWO SESSIONS
# ------------------------------------------
# A BYTE-VERIFIED CALLER OUTRANKS A BYTE-VERIFIED IDENTITY ROW. A session landed
# all 47 --clear-cut verdicts and the gate turned 111 byte-matched rows RED; 110
# of them resolved to a pin it had just deleted -- retail callers reaching the
# very body the ledger says belongs to somebody else. Only 21 of 47 survived.
# --clear-cut is a CANDIDATE list, not a verdict list: it reads the ledger and
# the image, never the object relocations that say which symbol a call site
# means, so it cannot see this coming. Screening out pins retail calls does NOT
# fix it -- that was measured, and it suppresses 36 of the 39 pins that landed
# clean. Confirm every retraction with a full ./build.sh; expect half to fail.
# When the ledger row and the call site disagree, the row moves first.
#
# THIS FILE IS ONLY ALLOWED TO SHRINK
# -----------------------------------
# Adding a line to make a build green is the exact anti-pattern this guard
# exists to stop -- fix the pin instead. Enforced, not merely requested:
# --write-baseline refuses to emit a key the file does not already carry, and
# `--assert-shrink-only` (run by .githooks/pre-commit) fails on any key added
# vs HEAD, so a hand-edited line is caught too. If you believe a line must be
# added, you have found a NEW misidentification: fix it.
#
# KEY AND COLUMNS
# ---------------
# key = symbol + its sorted body RVAs. A new address on a baselined symbol
# changes the key and FAILS, so a baselined line cannot quietly absorb one more
# bad pin.
#
# kinds:
#   divergent-bodies  same extent, bytes are not the same function even after
#                     rel32 rebasing -- at most one pin names this symbol
#   size-disagreement the pinned bodies have different proven extents. 307 of
#                     these are matched-vs-matched: two byte-verified bodies of
#                     different proven lengths cannot be one function.
#   no-boundary       a pinned body has no proven extent, so nothing can verify it
#   non-text-pin      a pin resolves outside .text and cannot be a code body
#
# evidence: <kind detail> :: <body><-<pins> owned-by:<other functions.csv names>
#           INTERIOR-OF:<fn>+0x<n> means the pin is not even an entry point --
#           it points inside a byte-verified body, so it cannot be any function.
#
# NOT COVERED HERE: single-pinned names, and the functions.csv half of the
# resolver's candidate list. `--candidates` reports the second (114 more).
symbol,bodies,kind,evidence
??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0CrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,0x00217660 0x0024F450,divergent-bodies,size=64; first divergence at +0x1E; class0=0x00217660 | class1=0x0024F450 :: 0x00217660<-0x00217660 owned-by:?d_00217660@@YAXXZ ; 0x0024F450<-0x0024F450 owned-by:?d_0024f450@@YAXXZ
??0CreateCrateDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0CreateObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0CrushDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0DestroyDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0DetailedArchivedDirectoryInfo@@QAE@ABV0@@Z,0x009CA8F0 0x009D0DB0,divergent-bodies,size=98; first divergence at +0x3; class0=0x009CA8F0 | class1=0x009D0DB0 :: 0x009CA8F0<-0x009CA8F0 owned-by:??0ArchivedDirectoryInfo@@QAE@ABV0@@Z ; 0x009D0DB0<-0x009D0DB0 owned-by:unclaimed
??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0InstantDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0KeepObjectDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
??0MissingGeomClass@@QAE@PBD@Z,0x007B1050 0x007BB710,divergent-bodies,size=125; first divergence at +0x4; class0=0x007B1050 | class1=0x007BB710 :: 0x007B1050<-0x00042C3A owned-by:??0MissingTextureClass@@QAE@PBD@Z ; 0x007BB710<-0x00034559 owned-by:??0MissingAnimClass@@QAE@PBD@Z
??0RebuildHoleExposeDie@@QAE@PAVThing@@PBVModuleData@@@Z,0x0024F560 0x0024F860 0x0024FC20 0x0024FE70 0x00250260 0x00250460,divergent-bodies,"size=46; first divergence at +0x16; class0=0x0024F560 | class1=0x0024F860 | class2=0x0024FC20 | class3=0x0024FE70 | class4=0x00250260 | class5=0x00250460 :: 0x0024F560<-0x0001F5C3 owned-by:??0ExperienceLevelCreate@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024F860<-0x0001D3AE owned-by:?d_0024f860@@YAXXZ ; 0x0024FC20<-0x0002DED4 owned-by:??0BeaconClientUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,??0BoneFXDamage@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToCarBombCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0ConvertToHijackedVehicleCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0DamDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0EjectPilotDie@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageCommandCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageFakeBuildingCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageInternetCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageMilitaryFactoryCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotagePowerPlantCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSuperweaponCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyCenterCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SabotageSupplyDropzoneCrateCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0SquishCollide@@QAE@PAVThing@@PBVModuleData@@@Z,??0W3DDefaultDraw@@QAE@PAVThing@@PBVModuleData@@@Z ; 0x0024FE70<-0x0002070C owned-by:?d_0024fe70@@YAXXZ ; 0x00250260<-0x0003CF56 owned-by:?d_00250260@@YAXXZ ; 0x00250460<-0x0003ECA7 owned-by:?d_00250460@@YAXXZ"
